0;0;0
1;0;0
2;6;4
3;11;10
4;15;14
5;20;18
6;22;20
7;24;23
8;25;25
9;28;26
10;28;27
11;28;28
12;30;28
13;30;29
14;30;30
15;30;30
16;31;30
17;31;31
18;31;31
19;31;30
20;31;31
21;31;31
22;31;31
23;31;30
24;32;31
25;31;31
26;31;31
27;32;31
28;31;31
29;31;31
30;31;31
31;31;32
32;31;31
33;32;31
34;31;31
35;31;32
36;32;31
37;31;32
38;32;31
39;32;32
40;32;31
41;31;31
42;32;31
