0;0;;
0;0;;
0.01;1;;
0.02;6;;
0.03;13;;
0.04;19;;
0.05;21;;
0.06;24;;
0.07;25;;
0.08;27;;
0.09;27;;
0.1;28;;
0.11;28;;
0.12;28;;
0.13;28;;
0.14;28;;
0.15;28;;
0.16;28;;
0.17;28;;
0.18;28;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
190;;;
